Text-ID	Sentence-ID	Text
BG_M_031	26	Protecting against criminal, subversive or illegal activity through the rule of law and adapting the law to the needs of innovation and enforcement;
BG_M_031	27	Provision of funds, financing and grants through a separate state organisation and promotion of alternative financing mechanisms (angel investment, BSE);
BG_M_031	28	Attracting foreign highly skilled personnel by improving the entrepreneurial and emigration environment.
DE_005	1	From ministerial post to car association
DE_005	2	According to Bild am Sonntag, former SPD chairman Sigmar Gabriel is the favorite to become head of the German Association of the Automotive Industry (VDA).
DE_005	3	"""Gabriel is 99 percent sure,"" the newspaper quotes an unnamed industry manager."
DE_005	4	The former Vice-Chancellor is the preferred candidate of the car companies and suppliers.
DE_005	5	Former CDU politician Hildegard Müller is said to be in the running alongside Gabriel, as the Frankfurter Allgemeine Sonntagszeitung reported at the weekend.
DE_005	6	According to Bild am Sonntag, however, she only has an outside chance.
DE_005	7	According to the report, details are to be clarified with Gabriel in the coming week.
DE_005	8	"""If there are no irreconcilable differences with Gabriel, he will be the new president."""
DE_005	9	The post of top lobbyist for the automotive industry needs to be filled after Bernhard Mattes announced his retirement at the end of 2019 in September.
DE_005	10	The former Ford manager has only been VDA President since March 2018; his term of office was originally not due to end for another year.
DE_005	11	The VDA is one of the most influential lobbying associations in Germany, and the automotive sector is a key industry with more than 800,000 direct employees.
DE_005	12	The association is considered difficult to manage because it has to reconcile the various interests of manufacturers and suppliers.
DE_005	13	He is also said to be very close to politics.
DE_005	14	The car industry has recently come under heavy pressure due to the diesel scandal.
DE_005	15	Another major topic is the climate debate and the planned conversion of car traffic towards e-mobility.
DE_005	16	"According to Bild am Sonntag, the industry is hoping that Gabriel will ""once again have a greater political and social voice"" in view of these problems."
DE_005	17	Gabriel was most recently Foreign Minister until March 2018, before that he was Head of the Economics Department in Berlin - and as Minister President of the car state of Lower Saxony, he also had a seat on the Supervisory Board of Volkswagen.
DE_005	18	Gabriel is currently still a member of the Bundestag for the Salzgitter-Wolfenbüttel constituency, but will resign his seat in the Bundestag on January 1.
DE_005	19	November, as he had announced at the end of September.
DE_005	20	"In a letter to friends and companions, he explained this step with ""very personal reasons""."
DE_005	21	"Gabriel does not have to expect any legal problems if he moves into the private sector: The Federal Ministerial Act only stipulates that members of the Federal Government must report any gainful employment or other employment outside the public sector ""within the first 18 months of leaving office""."
DE_005	22	"However, the SPD politician himself distanced himself from working as a lobbyist shortly after leaving his ministerial post: ""You shouldn't knock on doors that you yourself have sat behind,"" he said at the time."
DE_005	23	The SPD merely said at the weekend that it did not wish to comment on speculation.
DE_005	24	"Critical voices came from the Left Party in the Bundestag: ""If an ex-economics minister is to become chief car lobbyist 2.5 years later, that smacks of a bad thing,"" wrote Left Party parliamentary group leader Dietmar Bartsch on Twitter."
DE_005	25	"""I find that indecent."
DE_005	26	"Turning a blind eye to the diesel scandal and slowing down e-mobility now appear in a different light."""
DE_005	27	Gabriel would not be the first high-ranking former politician to switch to business after his political career.
DE_005	28	Shortly after leaving the chancellorship in 2005, his party comrade Gerhard Schröder took over the chairmanship of the supervisory board of the Nord Stream Baltic Sea pipeline, which is dominated by the Russian company Gazprom.
DE_005	29	Schröder had campaigned for the project as head of government.
DE_005	30	Hildegard Müller (CDU), who is being discussed as Gabriel's rival for the VDA post, was previously Minister of the Chancellery and a confidante of Chancellor Angela Merkel.
DE_005	31	Müller moved to the Federal Association of the Energy and Water Industries as Managing Director in October 2008.
DE_005	32	Former VDA President Matthias Wissmann (CDU) was also politically active before his work as a lobbyist, most recently as Federal Minister of Transport.
DE_026	1	Problems with vaccine deliveries in the EU: maybe something Russian after all?
DE_026	2	In the dispute over the slow supply of vaccines, the European Union has clashed with the World Health Organization (WHO).
DE_026	3	At the same time, the EU is reaching out to Russia and China in the hope of being able to procure vaccines there in an emergency.
DE_026	4	Meanwhile, the wrangling over the contracts with the British-Swedish pharmaceutical group Astrazeneca and other manufacturers continues.
DE_026	5	Astrazeneca had announced that it would supply significantly fewer vaccines than agreed.
DE_026	6	"As a result, the EU Commission introduced a new ""transparency mechanism"" at the weekend with which it intends to monitor and, if necessary, block vaccine exports."
DE_026	7	"Behind this is the concern that Astrazeneca could ""divert"" vaccine from factories in the EU to the UK."
DE_026	8	This is to prevent the export brake.
DE_026	9	But before it even takes effect, there is already a new dispute.
DE_026	10	"The WHO sharply criticized the EU measure and warned against European ""health nationalism""."
DE_026	11	"The imposition of export restrictions is a ""worrying trend"", said Mariangela Simao, who is responsible for medicines and vaccines at the WHO."
DE_026	12	The vaccines must be distributed fairly worldwide, demanded WHO boss Tedros Adhanom Ghebreyesus.
DE_026	13	"""Vaccine nationalism may serve short-term political goals."
DE_026	14	"But that is short-sighted and will backfire."" The pandemic must be fought everywhere at the same time."
DE_026	15	"""If a village is on fire, it makes no sense for a small group to hoard all the fire extinguishers to protect their own homes."" When asked by taz, the chief spokesperson for Commission President Ursula von der Leyen explained that the EU remains fully committed to the WHO and its objectives."
DE_026	16	"The criticism from Geneva has been ""noted"", the spokesperson continued."
DE_026	17	"The controversial export brake is not about bans, but about a ""transparent and balanced"" supply of vaccines."
DE_026	18	Critics, on the other hand, speak of a dangerous precedent that could trigger a new wave of protectionism.
DE_026	19	"""Export restrictions can have political and economic consequences,"" warns the head of the Trade Committee in the European Parliament, Bernd Lange."
DE_026	20	"The measure could ""backfire if other countries also introduce it""."
DE_026	21	Until now, the EU has always preached free trade and condemned export restrictions.
DE_026	22	However, in light of the coronavirus crisis, it seems to be forgetting these market-liberal principles.
DE_026	23	There are also signs of a turnaround in dealings with Russia and China.
DE_026	24	The coronavirus vaccines developed there have so far not been worth mentioning to the EU.
DE_026	25	However, on Monday the Commission admitted that talks were taking place with the Russian manufacturer.
DE_026	26	The German government is also open to importing vaccines from Russia.
DE_026	27	However, approval must first be granted by the European Medicines Agency, according to Berlin.
DE_026	28	One reason for the delay also seems to be that the EU negotiated its contracts with manufacturers later - but then also more thoroughly.
DE_026	29	For example, the USA has guaranteed pharmaceutical companies immunity by regulation should one of the vaccines against Covid-19 have side effects that lead to lawsuits.
DE_026	30	Accordingly, it is simply not possible to sue Moderna, Biontech or Pfizer, Astrazeneca or other companies in the USA if vaccination damage occurs.
DE_026	31	Unless they would deliberately sabotage their own vaccines.
DE_026	32	Two contracts are now public in the EU, the one with the Tübingen-based manufacturer CureVac and the one with the British-Swedish manufacturer Astrazeneca.
DE_026	33	These also contain generous clauses according to which EU member states assume the costs if the companies or their suppliers are sued due to vaccination damage.
DE_026	34	However, their protection is significantly weaker than in the USA: it is a contract, not a regulation.
DE_026	35	Lawsuits against corporations are possible, otherwise national laws would have had to be changed.
DE_026	36	And the cost assumptions include exceptions.
DE_026	37	But these of all things are blacked out in the contracts.
DE_026	38	What exactly the companies would have to pay for in case of doubt: still unknown.
DE_026	39	Berlin and Brussels say that the contracts with the other manufacturers contain less generous guarantees against damage claims.
DE_026	40	This cannot be verified: at the end of January, the EU Parliament once again called for uncensored access to the contracts.
DE_031	1	Corona pandemic: Major Düsseldorf concert postponed until late fall
DE_031	2	It was foreseeable: The planned large-scale concert with up to 13,000 guests in the Düsseldorf soccer stadium will not take place on September 4.
DE_031	3	Even before an official decision was made by the state government, the organizers pulled the ripcord.
DE_031	4	The major concert in Düsseldorf originally planned for September 4 with up to 13,000 spectators is to be postponed until late fall.
DE_031	5	This was announced by the organizer on Wednesday.
DE_031	6	NRW Health Minister Karl-Josef Laumann (CDU) welcomed the decision.
DE_031	7	"""Despite a convincing hygiene and protection concept"", the organizers had felt compelled to take this step in view of rising infection figures and subsequent capacity restrictions, according to a statement."
DE_031	8	The more than 7,000 visitors who had already purchased tickets will now be refunded their entrance fees, including advance booking fees.
DE_031	9	"Just over two weeks ago, the state, the city and the organizer Marek Lieberberg announced in a joint statement that the concert in the ""Merkur Spiel-Arena"" soccer stadium would be postponed depending on the current infection situation - and that it would take place on 31 December at the latest."
DE_031	10	August to decide whether it will take place.
DE_031	11	"""It had become clear that the state government had reservations about this,"" Lieberberg's company Live Nation announced on Wednesday: ""The opposing positions could not be bridged."""
DE_031	12	"Lieberberg added: ""We are still of the opinion that our catalog of measures offers fans, artists and employees comprehensive protection."""
DE_031	13	However, the current atmosphere is preventing a consensus.
DE_031	14	"That is why the project is now to be ""realized at a later date""."
DE_031	15	The organizers did not give a specific date in late autumn.
DE_031	16	"Lieberberg expressed his gratitude to the city of Düsseldorf and its event subsidiary D.Live, ""who gave live music a fair chance and approved the event on the basis of plausible facts"", according to Live Nation."
DE_031	17	Lieberberg paid particular tribute to the willingness of Bryan Adams, Sarah Connor, Rea Garvey, The BossHoss, Joris and Michael Mittermeier to perform in Düsseldorf.
DE_031	18	"The concert under the motto ""Give Live a Chance"" was held on 7."
DE_031	19	August was announced.
DE_031	20	The city of Düsseldorf had already approved it at this point.
DE_031	21	The state government only officially found out about the project that day.
DE_031	22	NRW Health Minister Karl-Josef Laumann (CDU) immediately expressed doubts about the legal basis of the concert.
DE_031	23	In the past few days, Laumann had said several times that a soccer match with thousands of spectators could not be banned, but that a concert of this size could be allowed.
DE_031	24	"After announcing the provisional cancellation of the concert, Laumann said again on Wednesday: ""In view of the current infection situation, I am of the opinion that a concert of this magnitude is currently not feasible."""
DE_031	25	"There have also been ""very constructive discussions with all parties involved"" in recent days."
DE_031	26	"Laumann thanked those responsible ""for making this very rational and comprehensible decision""."
DE_040	1	Africa aid conference in Paris: lots of money, no patents
DE_040	2	International donors want to use billions in aid to boost Africa's economy after the coronavirus pandemic.
DE_040	3	Around 100 billion US dollars (around 82.3 billion euros) could be mobilized via the International Monetary Fund (IMF) in Washington, also thanks to the solidarity of rich countries.
DE_040	4	This was announced by French head of state Emmanuel Macron on Tuesday in Paris after an Africa aid conference.
DE_040	5	They are also calling for the revocation of patents on vaccines against Covid-19 to enable the production of vaccines in Africa.
DE_040	6	The main topic of the summit was the promotion of the economies in Africa, which are being hit hard directly and indirectly by the consequences of the Covid pandemic.
DE_040	7	In many countries, this has led to a decline in exports and income from tourism.
DE_040	8	Macron had invited people to the meeting to find financial and political solutions together.
DE_040	9	"However, it was already foreseeable that he would not be able to convince his European partners and the USA of his somewhat ambitious goal of a ""New Deal for Africa""."
DE_040	10	Nothing in the final communiqué corresponds to this ambition.
DE_040	11	In Paris, no additional debt relief was decided or new financial commitments made, although the figures for the financial emergency caused by the pandemic were available.
DE_040	12	According to the International Monetary Fund (IMF), African countries will need around 285 billion US dollars by 2025 to counter the economic impact of the pandemic.
DE_040	13	The continent recorded a recession for the first time in 25 years.
DE_040	14	At least 30 million people in Africa fell into extreme poverty in 2020.
DE_040	15	Equitable access to vaccines.
DE_040	16	The IMF will initially release 33 billion of the 650 billion US dollars in special drawing rights (SDRs) for African countries, as already planned.
DE_040	17	To lend weight to his demands, Macron has announced that France will contribute its quota of SDR to this pot of aid, and if others follow his example, 100 billion could easily be raised.
DE_040	18	Decisions on this could be taken at the next G7 or G20 meeting.
DE_040	19	"In the final declaration, the summit participants agree on one point: ""The absolute priority is first to defeat the pandemic."" Above all, access to vaccines must be regulated more fairly."
DE_040	20	So far, the African continent has only received one percent of the vaccines worldwide.
DE_040	21	The licenses are to be suspended so that they can be produced directly in the countries where they are urgently needed.
DE_040	22	Macron emphasized that they want to remove all restrictions on intellectual property that block the production of any kind of vaccine in Africa.
DE_040	23	Such a repeal of patents, which was first demanded by India and South Africa, is also supported by US President Joe Biden.
DE_040	24	"Macron's goal is to ""create production capacities for the existing vaccines in Africa in the coming weeks through financial and industrial partnerships""."
DE_056	1	Almost drowned in the river US soldier rescues child from Rio Grande
DE_056	2	A little girl had a great guardian angel: a 10-year-old migrant from El Salvador was in danger of drowning in the Rio Grande after a smuggler left her in the river while trying to reach the USA.
DE_056	3	But a US soldier saved her life.
DE_056	4	The incident is already the third in just one week.
DE_056	5	The girl had been abandoned by a people smuggler, wrote the Daily Mail.
DE_056	6	The U.S. newspaper reported that U.S. Customs said several people were making the illegal crossing from Mexico to the United States when the trooper spotted the child Tuesday night.
DE_056	7	The group and the smuggler fled back to Mexico and left the girl behind.
DE_056	8	The child then fought for survival in the raging river.
DE_056	9	The little girl was only able to keep her head above water with difficulty.
DE_056	10	The soldier had not hesitated for long and had jumped into the water.
DE_056	11	He managed to rescue the girl from the floods and bring her safely to shore.
DE_056	12	The Rio Grande rises in the Rocky Mountains in the US state of Colorado and then flows towards Mexico.
DE_056	13	It also forms part of the border between the USA and Mexico.
DE_056	14	It is crossed by migrants and smugglers trying to reach the USA.
DE_056	15	The US Army soldier who rescued the girl is stationed in the border region of the US state of Texas and supports the US customs authority with his unit.
DE_056	16	Being a father himself, it was especially frustrating for him to see a young child left to fend for himself by smugglers in the rushing currents of the Rio Grande, said the patrol agent in charge, Matthew J.
DE_056	17	Hudak told the Daily Mail.
DE_056	18	The girl is the third unaccompanied minor to be rescued by US authorities in the Rio Grande in less than a week.
DE_056	19	All three minors had been abandoned by people smugglers.
DE_056	20	Earlier, Border Patrol agents reportedly found two abandoned boys, ages 7 and 13, from Honduras on a small island in the middle of the Rio Grande.
DE_056	21	The boys told the officers that they were traveling with a man who promised to take them across the border between the United States and Mexico.
DE_056	22	But then he disappeared.
DE_056	23	The girl from El Salvador reportedly did not need any medical help.
DE_056	24	She is now in the care of the US Department of Health and Human Services.
DE_056	25	According to the US Customs Service, cases of US soldiers having to save the lives of migrants in the Rio Grande are increasing this year, the Daily Mail reports.
DE_056	26	The US government has noticed an alarming increase in unaccompanied children crossing the southwestern US border illegally.
DE_056	27	The US Department of Homeland Security has data showing that Border Patrol agents stopped around 9,000 unaccompanied migrant minors in February for illegally entering the US from Mexico.
DE_056	28	The number of migrant children arriving at the border alone had risen significantly to more than 18,000 in March.
DE_064	1	"After manifesto from Green Party ranks: Lindner calls for steps against ""irregular migration"""
DE_064	2	"""Irregular migration"" is not sufficiently prevented in Germany, says Finance Minister Christian Lindner ."
DE_064	3	The FDP leader is now calling for more consistent deportation of migrants without the right of residence.
DE_064	4	"Otherwise, it would lead to ""permanent residence and receipt of social benefits"", Lindner told the news portal t-online on Wednesday (22."
DE_064	5	February).
DE_064	6	"In return, it is about ""paving the way for immigrants who want to work here by, among other things, recognizing existing qualifications more quickly,"" Lindner demanded."
DE_064	7	FDP politician Joachim Stamp is the new Federal Government Commissioner for Migration.
DE_064	8	"In Lindner's opinion, Stamp should ""conclude agreements with countries of origin on the repatriation of illegal immigrants"", suggested Lindner."
DE_064	9	A give and take is conceivable.
DE_064	10	"""Easier visas for students and economic cooperation, but also partnership in the prevention of illegal migration."" Migration policy in Germany: Palmer also warns in Green ""memorandum"" The Realo group ""Vert Realos"" fundamentally questioned the Greens' migration policy course in a memorandum this week."
DE_064	11	The party leadership initially left the appeal largely uncommented.
DE_064	12	For the Greens, this area is about humanity and order, said party leader Omid Nouripour on Monday (20.
DE_064	13	February).
DE_064	14	"""There are all kinds of contributions to the debate, which we naturally not only take note of, but also work on."" The manifesto states that a shift to the right is also to be feared in Germany if citizens continue to lose their sense of security."
DE_064	15	The signatories include Tübingen's mayor Boris Palmer, former Green parliamentary group leader Rezzo Schlauch and former MEP Rebecca Harms.
DE_064	16	There is hardly any distinction between war, asylum and economic migrants, the report continued.
DE_064	17	Traffic light coalition: The Scholz cabinet at a glance Current figures on migration: Number of asylum applications in Germany is rising.
DE_064	18	Germany registered 244,132 asylum applications last year, an increase of almost 28 percent compared to 2021.
DE_064	19	Most of the applicants also came from Syria and Afghanistan.
DE_064	20	States and municipalities complain about the .
DE_064	21	However, a refugee summit convened by Interior Minister Nancy Faeser (SPD) in Berlin just under a week ago did not bring any new concrete financial commitments from the federal government.
DE_064	22	At the special EU summit on immigration in February, the participants agreed on accelerated deportations and the expansion of fortifications at the external borders.
DE_064	23	"Chancellor Olaf Scholz (SPD) then spoke of a ""pragmatic"" solution."
DE_064	24	Immigration in the EU: multiple asylum applications?
DE_064	25	However, the Asylum Agency and the EU Commission assume that the EU-wide asylum applications will not be matched by the same number of applicants.
DE_064	26	They suspect that many migrants submit applications in several EU countries in order to increase their chances.
DE_064	27	This is also indicated by figures from the EU border protection agency Frontex: last year, it counted around 330,000 irregular arrivals in the EU, but the number of asylum applications is almost three times as high.
DE_064	28	"A citizens' initiative is lobbying the EU Commission for a ""dignified reception of migrants in Europe""."
DE_064	29	The organizers now have six months to collect one million signatures from at least seven different member states.
DE_064	30	They can then call on the Commission to act - but this is not binding.
DE_064	31	The initiative also calls for a functioning distribution system for immigrants in Europe.
DE_064	32	A voluntary initiative involving Germany and France recently came to nothing.
DE_068	1	"""Strengthen freedom of choice"": FDP politician: Need legal framework for mobile working"
DE_068	2	"As a consequence of the coronavirus crisis, the FDP is calling on the German government to finally create a modern legal framework ""for genuine, location-independent and mobile working""."
DE_068	3	"FDP labor market politician Johannes Vogel told the German Press Agency: ""Anyone who wants to take mobile working seriously will strengthen people's freedom of choice between working in the office, at their desk at home, on the couch or in a café."
DE_068	4	"And it gives companies the legal certainty to be able to do just that without monstrous bureaucracy."""
DE_068	5	"This would ""necessarily include a modernization of the Working Hours Act""."
DE_068	6	Digitalization offers more and more people the opportunity to decide for themselves where and when they want to work.
DE_068	7	"""But if you want to read a business e-mail at 10 or 11 p.m. today, you must not return to work before 10 a.m. the next day."
DE_068	8	"That is out of touch with reality, hardly anyone adheres to it anymore."""
DE_068	9	Germany should be guided here by the EU directive on working time.
DE_068	10	This prescribes the same weekly working hours and break times as German law, but allows a more flexible schedule during the week.
DE_068	11	The CDU/CSU and SPD were accused by the FDP parliamentary group's labor market spokesman of talking past each other on this point.
DE_068	12	Economics Minister Peter Altmaier (CDU) and the CDU/CSU would prefer not to change anything at all.
DE_068	13	"Labor Minister Hubertus Heil (SPD) and the SPD ""are forging ahead and announcing a law, but so far there is only a headline""."
DE_068	14	It is to be feared that the SPD simply wants to continue old rules from the analog world into the digital age or create one-sided legal claims.
DE_068	15	However, the coronavirus pandemic shows that mobile working is possible in many places and in many professions - even where there was previously skepticism.
DE_068	16	"""This offers us great opportunities even after the crisis: less traffic, a very short commute to work, more flexibility in terms of where you work and therefore more self-determination for everyone."""
DE_068	17	"But it is also clear: ""Not everyone can and wants to work from home all the time."""
DE_068	18	Vogel referred to the experience of the neighboring Netherlands.
DE_068	19	They have been showing us how it's done for five years now: in one package, the Working Hours Act was modernized, home office and working in a café were made equally possible and a right to discussion was introduced for employees.
DE_068	20	Mobile working is no longer particularly necessary to justify, but rather to reject.
DE_073	1	30 percent less emissions by 2030: EU agrees on climate protection targets for trucks and buses
DE_073	2	Following in the footsteps of car manufacturers, the EU is now also setting CO2 targets for truck and bus manufacturers.
DE_073	3	However, the conditions are not as strict as the European Parliament had hoped.
DE_073	4	For the first time, the EU is imposing strict climate protection requirements on truck and bus manufacturers.
DE_073	5	Negotiators from the member states and the European Parliament agreed on Tuesday night that the average carbon dioxide emissions of new vehicles must be 30 percent lower from 2030 than in 2019.
DE_073	6	An interim target of 15 percent is to be introduced for 2025.
DE_073	7	At the same time, there are plans to create new incentives for the use of zero-emission and low-emission vehicles, as the EU Commission confirmed on Tuesday morning.
DE_073	8	Details of the provisional agreement were not initially disclosed.
DE_073	9	According to a spokesperson for the Council of Member States, they should be published in the course of the day.
DE_073	10	The vehicle manufacturers had tried to prevent the new regulations until the very end.
DE_073	11	Among other things, they argue that alternative drive systems such as electric motors are difficult to implement in long-distance transportation.
DE_073	12	The EU member states and the European Parliament had already agreed on new climate targets for cars last December.
DE_073	13	Carbon dioxide emissions from new cars are set to fall by 37.5 percent by 2030 compared to 2021.
DE_073	14	The fact that the new requirements for truck and bus manufacturers are less strict than those for cars is due to the fact that buyers of trucks and buses generally pay much more attention to low fuel consumption than those of cars in order to maximize profits.
DE_073	15	This in turn means that commercial vehicle manufacturers tend to produce vehicles with optimized fuel consumption and therefore do not have quite as much savings potential.
DE_073	16	Nevertheless, the EU Parliament had actually called for more ambitious targets for heavy commercial vehicles as well.
DE_073	17	It wanted a 35 percent reduction in CO2 levels by 2030 and an interim target of 20 percent by 2025.
DE_073	18	Bas Eickhout, the Dutch Green politician and responsible rapporteur of the European Parliament, criticized the member states on Tuesday.
DE_073	19	"""Germany, Italy and some central European countries in particular have blocked stronger climate targets,"" he said."
DE_073	20	In the long term, this would not only harm the climate, but also European industry.
DE_073	21	Nevertheless, Eickhout described the agreement as a great success.
DE_073	22	The regulation will help to reduce pollution on the roads and improve air quality, he commented.
DE_073	23	The responsible EU Commissioner Miguel Arias Cañete also welcomed the agreement.
DE_073	24	This completes the legal framework that should enable the EU climate protection targets to be achieved, he said.
DE_073	25	They envisage a reduction in greenhouse gas emissions of at least 40 percent by 2030 compared to 1990 levels.
DE_103	1	Nightmares in neo-noir
DE_103	2	"""It's hard to be so precise about something so crazy."""
DE_103	3	The script that director Alice (Ayelet Zurer) has in her hands is quite something.
DE_103	4	The scenes described in it are obviously explicitly overwhelming and threatening.
DE_103	5	Alice had ignored the script in her email inbox for two weeks, until on the train home - was it really a coincidence?
DE_103	6	- got to know the author.
DE_103	7	The young Sophie (Lihi Koronowski) has outed herself as an admirer of her work and was allegedly even on one of Alice's earlier writing courses.
DE_103	8	Now Room 209, as the title suggests, is to be made into a movie.
DE_103	9	Once home, she tells her husband David (Gal Toren), a popular actor, about the strange encounter with the stranger on the train.
DE_103	10	He knows the book because he is already engaged as the male lead.
DE_103	11	"""Pretty perverse,"" he says."
DE_103	12	It is the story of a young woman who begins an S&M relationship with the father of her best friend - with fatal consequences.
DE_103	13	Alice finishes reading Room 209 the same night.
DE_103	14	Can you make something like that up?
DE_103	15	Alice is in her late forties, has three daughters and a beautiful house on the outskirts of the city.
DE_103	16	A normal, well-off family life, you might think - but why is the mother-in-law constantly visiting and making unsubtle claims of ownership over her son?
DE_103	17	At one point, she wears her daughter-in-law's silk nightgown.
DE_103	18	Alice goes through a creative crisis, shoots television commercials, can no longer write.
DE_103	19	She knows that Room 209 would save her as a director.
DE_103	20	What she doesn't know is that Sophie has long since chosen her.
DE_103	21	Because the young author is suddenly always there, appears at the children's birthday party and paints Alice's little daughter deep red lips.
DE_103	22	She secretly meets the actress who is to play the lead role on the eve of the audition, whereupon she bursts into tears during the audition.
DE_103	23	Positions herself for the role and - like the young woman in her own book - has an older boyfriend.
DE_103	24	And like Room 209, Losing Alice is about desire right from the start.
DE_103	25	About obsession.
DE_103	26	It's about playing with the power you have over other people.
DE_103	27	Perhaps also about the girlfriend, when she no longer knows how to help herself and - as can be seen in the first few minutes of this series, which is disturbing from the start - seeks redemption in a hotel room.
DE_103	28	Losing Alice is one of the most unusual TV series these days and comes - once again - from Israel.
DE_103	29	Released last summer in Israel and now internationally by Apple TV+, the eight-part thriller is unlike most series productions in that it comes from a single source - and is therefore more reminiscent of classic auteur cinema.
DE_103	30	Sigal Avin, who was born in Florida and emigrated to Israel with her parents at the age of ten, has created a scenario as screenwriter and director in which psycho-horror, neo-noir nightmares and social studies merge into one another.
DE_103	31	It is her own world that becomes a threat to Alice, her own constraints and unfulfilled desires.
DE_103	32	Much of it seems familiar, or at least as familiar as the films of Alfred Hitchcock, Brian De Palma and David Lynch, some of which are even quoted directly.
DE_103	33	But you don't need to be familiar with the numerous allusions to soon feel rather uncomfortable on the false ground on which you are being led: Is this a fiction of an unusual TV series feigned as reality, as usual?
DE_103	34	Are the flashbacks and flashforwards that repeatedly take us by surprise fragments of Alice's past or eerie visions of the future?
DE_103	35	Or is it already footage from Room 209, as Alice imagines this movie to be?
DE_103	36	Sigal Avin's astonishing skill also lies in the way she allows her heroine to walk open-eyed into her doom: Although every suspicion that arises in Alice is subsequently proven to be true, her resistance to the intruder grows weaker from episode to episode.
DE_103	37	Her and David's hallucinations and fantasies intertwine like an endlessly woven ribbon with the story of Sophie, a femme fatale with a pageboy head who sets one trap after another for them.
DE_103	38	At least that's what they think.
DE_103	39	Until you realize that you have landed in one yourself while watching.
DE_104	1	Cosmetics are the beginning of all boosters
DE_104	2	"This choice is the best choice of an ""Anglicism of the Year""."
DE_104	3	This decision makes it easy to forget how unsatisfactory the outdated word choices of all kinds have long been.
DE_104	4	In their efforts to be correct, they stand in the way of anything that could lead to some kind of insight through originality or exposure.
DE_104	5	Because criticism suffices in pointing to something that is either very right or very wrong.
DE_104	6	"This is no different with ""boosters""."
DE_104	7	Nevertheless!
DE_104	8	Unlike the noun, which is clearly borrowed from English, the verb is probably a German creation of its own, according to the press release issued by the jury headed by linguist Anatol Stefanowitsch.
DE_104	9	"The noun booster shot stands for ""booster vaccination"", and that really doesn't sound catchy."
DE_104	10	"The corresponding verb is actually ""to boost"", but since the beginning of January ""to booster"" has been used more frequently in English."
DE_104	11	"What a booster for the self-confidence of the ""German language community"", because they ""recognized the potential of English well before the English language community and used it for themselves""."
DE_104	12	Too woke to be clear.
DE_104	13	For yourself?
DE_104	14	More for an idea.
DE_104	15	"A look at the finalists reveals this: ""Long Covid"", ""QR code"", ""cringe"", ""woke""."
DE_104	16	All somehow just the green around the flower.
DE_104	17	"""Boosting"" is exclusively for the good and sounds only half as infantile as ""spades"" and nowhere near as pretentious as ""pimping"" or - you're already looking at a smart person with a smart hairstyle: ""spicing up""."
DE_104	18	The Digital Dictionary of the German Language would boost when it comes to stimulating, reinforcing, magnifying, just for example an immune reaction.
DE_104	19	Cosmetics were the beginning of all boosters.
DE_104	20	Lips and eyelashes can be boosted for a long time.
DE_104	21	"Products such as ""Natucollagen Boost Volume Lip Serum"" and ""Mascara med Ultra Boost"" boost business and well-being in general, as long as this is fed by the kind of plumping and puffing that invigorates all linguistic fashions."
DE_104	22	Language criticism as a campaign booster.
DE_104	23	The message can be even more important than the text, the resonance even more important than the sound.
DE_104	24	"In contrast to the word ""booster vaccination"", the jury said that ""booster"" enables ""concise yet clear communication"" in the ""ongoing pandemic""."
DE_104	25	Because things have to move quickly if the laboratories can no longer keep up, not to mention the federal and state governments.
DE_104	26	"Secondly, the emphasis is - attention, message: ""on the transience of vaccination protection - we are only boosted as long as the protective effect of the booster vaccination is still sufficiently high."""
DE_104	27	Language criticism as a campaign booster.
DE_104	28	Thirdly, such a beautiful word is a mirror to itself.
DE_104	29	"It has ""an optimistic and dynamic connotation"", the reasoning goes, ""which the refresh simply cannot match""."
DE_104	30	It would not be fair to accuse the jury of voluntary satire at this point.
DE_104	31	Because the fun naturally stops when it comes to vaccination, which leads to interesting effects.
DE_104	32	Since what must not be said cannot be funny, the comic is concentrated in the overtones of what is said.
DE_104	33	Or as they say today: the joke boosts the joke.
DE_110	1	"Culture ""Dangerous"" art: Rosemarie Trockel in Frankfurt"
DE_110	2	The entrance hall of Frankfurt's Museum of Modern Art features a circumferential frieze of a blue, knitted-looking pattern that appears strangely regular despite its perforated stretching.
DE_110	3	Like a delicate barrier that could rise into the air in the next moment.
DE_110	4	"""Prisoner of yourself"" is the title of this work, which has been screen-printed directly onto the museum wall."
DE_110	5	Rosemarie Trockel seems to say that my image as a knitting artist has haunted me for a long time; I am a victim of my success.
DE_110	6	But it's not that bad.
DE_110	7	"Could be a leitmotif for us all, says Susanne Pfeffer, director of the house: ""That we are all caught up in ourselves, in our own identity, in our gender, in our culture."
DE_110	8	"That it is actually a lifelong task to break out of these structures, which are often very rigid and violent."""
DE_110	9	Stove top reliefs and knitting pictures.
DE_110	10	"In a nearby film, Rosemarie Trockel has captured herself and interrogates her doppelganger with the question: ""Who is the best artist?""."
DE_110	11	"And it takes a long time, forced by physical and psychological abuse, before the interviewee finally answers: ""Rosemarie Trockel""."
DE_110	12	The artist has been walking this fine line between prejudice, self-observation, social values and defiant self-assertion for many decades: sleepwalkingly confident and delightfully humorous.
DE_110	13	Naturally, many of her knitting pictures with the wool seal ornament can be seen in Frankfurt.
DE_110	14	Or her stove-top reliefs, which mock the expected sphere of female creativity.
